time,truth_east,truth_north,dr_east,dr_north
51.822000000000116,101.48659911429812,-858.5916260854348,52.676900142907584,-238.63200574240912
51.92099999999982,101.4119865898573,-860.1928330296563,52.989494821456,-237.89159360104762
52.021999999999935,101.33059110867791,-861.7940399722976,53.31756739610729,-237.13141068599347
52.121000000000095,101.24919562749851,-863.3952469165191,53.64674640714672,-236.3817954803079
52.221000000000004,101.16101718955039,-864.9964538599505,53.98591396477673,-235.62016133342604
52.322000000000116,101.07962170838606,-866.5754218185832,54.33443369298458,-234.84663739235648
52.42099999999982,100.991443270453,-868.1655092700104,54.68129338168858,-234.08489672626933
52.521000000000186,100.90326483248982,-869.7667162134417,55.03682937358416,-233.31290814235518
52.621000000000095,100.81508639455677,-871.3234451864855,55.39772211396128,-232.53977034959934
52.72200000000021,100.73369091337736,-872.8912936523238,55.76830070376576,-231.7588421539149
52.822000000000116,100.65229543219797,-874.4369031325733,56.142003545320534,-230.9854090133805
52.922000000000025,100.5573340374962,-875.9936321048272,56.523208584202735,-230.21010046969948
53.021000000000186,100.48272151308551,-877.5281220930723,56.908499557162884,-229.43861917427404
53.121999999999844,100.40810898867483,-879.0626120805275,57.31060151742298,-228.64598285844608
53.22200000000021,100.31993055072672,-880.5971020679825,57.71860364115989,-227.85539414324057
53.322000000000116,100.23853506954732,-882.1204725634333,58.13701367498256,-227.0594462158832
53.42099999999982,100.15035663161426,-883.6327235660897,58.56079449722171,-226.26692259855648
53.521000000000186,100.02148045308397,-885.1227355831572,58.99689149660773,-225.4626555444899
53.621000000000095,99.95365088542695,-886.6238670930193,59.43903414433287,-224.65572591972597
53.721000000000004,99.85868949074025,-888.1361180948857,59.88577100228219,-223.84718599201346
53.82099999999991,99.77729400954577,-889.6150106191589,60.33644550844719,-223.03769585160651
53.92099999999982,99.68911557161272,-891.1161421290209,60.790890397371754,-222.22734753716045
54.021000000000186,99.58737122012718,-892.5839151604995,61.24921946506291,-221.4157878765646
54.121999999999844,99.49919278219411,-894.0850466703615,61.716653356357995,-220.59429740497632
54.22200000000021,99.39066547395493,-895.5528197026304,62.184965570269384,-219.77860269265747
54.322000000000116,99.30926999277553,-897.009473242105,62.66013222917145,-218.96024315597137
54.422000000000025,99.22109155484245,-898.4772462727935,63.14334520359128,-218.1392028640025
54.521000000000186,99.13969607366307,-899.933899812268,63.63027879183733,-217.32393548817808
54.621999999999844,99.05830059248366,-901.3905533509525,64.13590200077932,-216.4900239750551
54.72200000000021,98.97690511130426,-902.8472068904271,64.6442882019696,-215.66280269280443
54.822000000000116,98.90229258690864,-904.2927409363169,65.15875950440014,-214.8346229233453
54.92099999999982,98.81411414894545,-905.7382749829969,65.67214530189202,-214.01394609904682
55.021999999999935,98.73950162453477,-907.1726895368828,66.19866295074276,-213.17518176834133
55.121999999999844,98.6716720568928,-908.6404625683614,66.72229096385999,-212.34185866061975
55.22200000000021,98.56992770542232,-910.0637576286626,67.24887368250563,-211.50422137038925
